城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率,天数乘收益率,收益率除天数
合肥03,M2368,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2369,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2370,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2371,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2372,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2373,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2374,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2375,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2376,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2377,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
重庆17,M2434,日产天籁,80000.0,951.0,118.88,39,11.13,434.07000000000005,0.2853846153846154
长沙22,M2567,斯巴鲁XV,128000.0,1564.0,122.19,28,15.93,446.04,0.5689285714285715
长沙22,M2578,丰田锐志,124000.0,1700.0,137.1,28,17.87,500.36,0.6382142857142857
长沙22,M2614,路虎神行者2,144000.0,1400.0,97.22,24,14.79,354.96,0.61625
南京05,M2631,宝马335i,229000.0,1857.0,81.09,23,12.87,296.01,0.5595652173913043
南京08,M2714,奔驰E300,180000.0,2000.0,111.11,18,22.53,405.54,1.2516666666666667
长沙22,M2783,奔驰GLK300,208000.0,1648.0,79.23,14,20.66,289.24,1.4757142857142858
西安11,M2884,名爵MG3,32000.0,300.0,93.75,4,85.55,342.2,21.3875
成都07,M1722,奥迪Q5,200000.0,5300.0,265.0,86,11.25,967.5,0.1308139534883721
重庆01,M1772,路虎揽胜运动,385000.0,12128.0,315.01,80,14.37,1149.6,0.17962499999999998
成都10,M1827,丰田塞纳,252000.0,6083.0,241.39,78,11.3,881.4000000000003,0.14487179487179488
成都10,M1852,路虎发现4,441000.0,11000.0,249.43,76,11.98,910.48,0.15763157894736846
重庆01,M1854,奔驰C200L,212000.0,6500.0,306.6,76,14.73,1119.48,0.19381578947368425
长沙20,M2000,DS6,175000.0,4300.0,245.71,68,13.19,896.92,0.19397058823529406
长沙20,M2015,DS6,124000.0,3100.0,250.0,68,13.42,912.56,0.1973529411764706
成都03,M2100,标致3008,104000.0,2300.0,221.15,62,13.02,807.24,0.21
重庆16,M2127,雷克萨斯ES250,176000.0,3488.0,198.18,60,12.06,723.6,0.201
长沙09,M2281,路虎神行者2,160000.0,2800.0,175.0,48,13.31,638.88,0.27729166666666666
深圳04,M2413,丰田锐志,102000.0,1530.0,150.0,41,13.35,547.35,0.32560975609756104
西安05,M2496,本田雅阁,158000.0,2000.0,126.58,34,13.59,462.06,0.3997058823529412
西安07,M2505,丰田普拉多,288000.0,4000.0,138.89,33,15.36,506.88,0.4654545454545455
成都11,M2521,宝马520Li,192000.0,2389.0,124.43,31,14.65,454.15,0.4725806451612904
重庆02,M2525,雷克萨斯ES250,168000.0,1910.0,113.69,30,13.83,414.9,0.461
重庆02,M2526,牧马人,232000.0,2400.0,103.45,30,12.59,377.7,0.4196666666666667
重庆02,M2535,劳恩斯酷派,114000.0,1492.0,130.88,30,15.92,477.6,0.5306666666666666
南京05,M2541,路虎神行者2,279000.0,3281.4,117.61,29,14.8,429.20000000000016,0.5103448275862069
西安05,M2570,路虎神行者2,108000.0,1620.0,150.0,27,20.28,547.5600000000002,0.7511111111111112
南京09,M2600,凯迪拉克ATS,168000.0,2200.0,130.95,25,19.12,478.0,0.7648
成都13,M2629,大众迈腾,124000.0,1061.0,85.56,22,14.2,312.4,0.6454545454545454
长沙25,M2703,宝马320i,110000.0,1300.0,118.18,18,23.96,431.28,1.3311111111111111
山东33,M2811,本田奥德赛,178000.0,1500.0,84.27,12,25.63,307.56,2.1358333333333333
重庆01,M1740,奔驰A160,74000.0,2730.0,368.92,84,16.03,1346.52,0.19083333333333333
成都10,M1742,丰田酷路泽,326000.0,9237.0,283.34,83,12.46,1034.18,0.15012048192771085
长沙05,M1745,别克凯越,41000.0,1100.0,268.29,83,11.8,979.4,0.14216867469879518
重庆01,M1764,奔驰S350L,177000.0,5000.0,282.49,81,12.73,1031.13,0.1571604938271605
成都03,M1765,宝马X5,224000.0,6372.0,284.46,81,12.82,1038.42,0.1582716049382716
重庆01,M1812,大众尚酷,97000.0,4100.0,422.68,78,19.78,1542.84,0.2535897435897436
太原15,M2344,日产天籁,76000.0,1103.0,145.13,41,12.92,529.72,0.3151219512195122
重庆19,M2449,MINI,128000.0,1609.0,125.7,36,12.74,458.64,0.3538888888888889
长沙31,M2467,丰田普拉多,312000.0,4100.0,131.41,35,13.7,479.5,0.3914285714285714
重庆19,M2665,标致4008,96000.0,888.0,92.5,19,17.77,337.63,0.9352631578947368
成都13,M2770,大众高尔夫,112000.0,572.0,51.07,12,15.53,186.36,1.294166666666667
广东02,M2818,保时捷Macan S,549000.0,2745.0,50.0,10,18.25,182.5,1.825
西安02,M1790,别克GL8,160000.0,3360.0,210.0,78,9.83,766.74,0.12602564102564104
合肥04,M1964,宝马320Li,189000.0,3957.4,209.39,69,11.08,764.52,0.16057971014492753
山东38,M2021,奥迪A6L,252000.0,4860.0,192.86,64,11.0,704.0,0.171875
太原02,M2037,大众朗行,73000.0,1898.0,260.0,63,15.06,948.78,0.23904761904761904
合肥03,M2266,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2267,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2268,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2269,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2270,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2271,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2272,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2273,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2274,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2275,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2276,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2277,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2278,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
合肥03,M2279,奥迪A6L,331000.0,8606.0,260.0,47,20.19,948.93,0.4295744680851064
山东13,M2289,奥迪A6L,198000.0,3194.0,161.31,46,12.8,588.8000000000002,0.2782608695652174
上海04,Y066,荣威E950,515000.0,7301.71,141.78,45,11.5,517.5,0.25555555555555554
上海04,Y067,荣威E950,515000.0,7139.45,138.63,44,11.5,506.0,0.26136363636363635
合肥05,M2313,奥迪A5,160000.0,2055.0,128.44,42,11.16,468.72,0.2657142857142857
西安04,M2318,福特探险者,266000.0,3904.0,146.77,42,12.75,535.5,0.3035714285714285
山东03,M2446,凯迪拉克SRX,252000.0,3111.26,123.46,33,13.66,450.78,0.4139393939393939
重庆19,M2450,保时捷帕拉梅拉,464000.0,5122.56,110.4,31,13.0,403.0,0.41935483870967744
长沙31,M2466,丰田普拉多,312000.0,4100.0,131.41,34,14.11,479.74,0.415
重庆02,M2516,捷豹XF,228000.0,2204.0,96.67,29,12.17,352.93,0.4196551724137931
长沙15,M2598,丰田RAV4,78000.0,800.0,102.56,23,16.28,374.44000000000005,0.7078260869565218
山西02,M2830,日产天籁,68000.0,804.0,118.24,7,61.65,431.55,8.807142857142857
山东18,M2147,宝马120i,81000.0,1800.0,222.22,55,14.75,811.25,0.2681818181818182
合肥03,M2199,奥迪A6L,331000.0,8606.0,260.0,50,18.98,949.0,0.3796
合肥03,M2200,奥迪A6L,331000.0,8606.0,260.0,50,18.98,949.0,0.3796
合肥03,M2201,奥迪A6L,331000.0,8606.0,260.0,50,18.98,949.0,0.3796
合肥03,M2202,奥迪A6L,331000.0,8606.0,260.0,50,18.98,949.0,0.3796
合肥03,M2203,奥迪A6L,331000.0,8606.0,260.0,50,18.98,949.0,0.3796
合肥03,M2210,奥迪A6L,331000.0,8606.0,260.0,49,19.37,949.13,0.3953061224489796
合肥03,M2211,奥迪A6L,331000.0,8606.0,260.0,49,19.37,949.13,0.3953061224489796
合肥03,M2212,奥迪A6L,331000.0,8606.0,260.0,49,19.37,949.13,0.3953061224489796
合肥03,M2213,奥迪A6L,331000.0,8606.0,260.0,49,19.37,949.13,0.3953061224489796
合肥03,M2214,奥迪A6L,331000.0,8606.0,260.0,49,19.37,949.13,0.3953061224489796
成都11,M2731,宝马Z4,200000.0,1000.0,50.0,12,15.21,182.52,1.2675
广东02,M2485,丰田汉兰达,235000.0,3200.0,136.17,31,16.03,496.93000000000006,0.5170967741935484
长沙22,M2518,宝马320Li,188000.0,2000.0,106.38,27,14.38,388.26000000000016,0.5325925925925926
长沙22,M2523,凯迪拉克SRX,168000.0,1700.0,101.19,27,13.68,369.36,0.5066666666666667
长沙22,M2561,大众CC,164000.0,1500.0,91.46,24,13.91,333.8400000000001,0.5795833333333333
南京07,M2586,宝马525Li,272000.0,2500.0,91.91,22,15.25,335.5,0.6931818181818182
成都07,M1667,众泰T600,72000.0,1944.0,270.0,86,11.46,985.56,0.13325581395348834
山东10,M1673,沃尔沃S60,136000.0,3038.0,223.38,86,9.48,815.2800000000003,0.11023255813953488
西安10,M1709,奔驰威霆,240000.0,5253.33,218.89,84,9.51,798.84,0.11321428571428573
山东37,M1773,别克GL8,110000.0,2261.11,205.56,78,9.62,750.3599999999999,0.12333333333333332
山东07,M1859,路虎揽胜极光,249000.0,5327.0,213.94,71,11.0,781.0,0.15492957746478872
深圳04,M2197,蒙迪欧致胜,51000.0,945.0,185.29,49,13.8,676.2,0.2816326530612245
长沙12,M2242,日产GT-R,252000.0,4000.0,158.73,44,13.17,579.48,0.2993181818181818
合肥03,M2247,奥迪S8,1287000.0,33976.8,264.0,45,21.41,963.45,0.4757777777777778
山东07,M2288,英菲尼迪FX35,240000.0,5549.0,231.21,42,20.09,843.78,0.4783333333333333
杭州07,M2342,捷豹XF,264000.0,3937.0,149.13,37,14.71,544.27,0.3975675675675676
重庆02,M2488,宝马525Li,228000.0,2544.0,111.58,29,14.04,407.16,0.4841379310344827
西安01,M2540,路虎揽胜,240000.0,3300.0,137.5,24,20.91,501.84,0.87125
西安01,M2618,大众途锐,450000.0,3019.0,67.09,17,14.4,244.8,0.8470588235294118
山东32,M2713,丰田汉兰达,197000.0,1971.0,100.05,12,30.43,365.16,2.535833333333333
南京09,M2716,宝马320i,160000.0,1595.0,99.69,12,30.32,363.84,2.526666666666667
成都10,M1631,丰田普瑞维亚,255000.0,7508.0,294.43,87,12.35,1074.45,0.14195402298850573
西安05,M2027,奥迪A6L,216000.0,4952.0,229.26,59,14.18,836.62,0.24033898305084744
深圳04,M2293,丰田RAV4,84000.0,1398.0,166.43,42,14.46,607.32,0.3442857142857143
西安03,M2433,奔驰E260L,236000.0,2438.67,103.33,30,12.57,377.1,0.419
成都03,M2436,Jeep指南者,128000.0,1812.0,141.56,31,16.67,516.7700000000002,0.5377419354838711
长沙22,M2440,凯迪拉克SRX,176000.0,2200.0,125.0,30,15.21,456.3,0.507
广东02,M2462,本田CR-V,164000.0,2100.0,128.05,30,15.58,467.4,0.5193333333333333
广东02,M2465,MINI,173000.0,2300.0,132.95,30,16.18,485.4,0.5393333333333333
重庆02,M2489,奥迪A4L,156000.0,1968.0,126.15,28,16.45,460.6,0.5875
重庆02,M2531,宝马523Li,92000.0,1236.0,134.35,24,20.43,490.32,0.85125
成都11,M2572,奔驰GLA200,192000.0,1643.0,85.57,21,14.87,312.27,0.7080952380952381
山东17,M2594,昂科威,145000.0,1341.0,92.48,19,17.77,337.63,0.9352631578947368
长沙22,M2652,宝马320Li,200000.0,1200.0,60.0,14,15.64,218.96,1.1171428571428572
长沙29,M2780,宝马525Li,343000.0,1372.0,40.0,7,20.86,146.01999999999995,2.98
西安05,M1652,福特锐界,144000.0,3184.0,221.11,85,9.49,806.65,0.11164705882352942
重庆01,M1655,GMC SAVANA,256000.0,8900.0,347.66,85,14.93,1269.05,0.1756470588235294
重庆01,M1678,现代朗动,67000.0,2470.0,368.66,84,16.02,1345.68,0.1907142857142857
西安05,M1699,丰田霸道,120000.0,2573.33,214.44,82,9.55,783.1,0.11646341463414635
重庆01,M1703,奥迪A6L,108000.0,3650.0,337.96,82,15.04,1233.28,0.18341463414634146
南京09,M1991,奔驰ML400,510000.0,10670.0,209.22,61,12.52,763.72,0.20524590163934425
山东19,M2206,奥迪Q3,148000.0,2051.0,138.58,46,11.0,506.0,0.2391304347826087
合肥03,M2248,宝马X5,527000.0,13912.8,264.0,43,22.41,963.63,0.5211627906976745
合肥03,M2249,奔驰GLE320,593000.0,15655.2,264.0,43,22.41,963.63,0.5211627906976745
南京05,M2297,现代ix35,99000.0,1462.0,147.68,40,13.48,539.2,0.337
广东02,M2322,宝马X6,240000.0,3360.0,140.0,37,13.81,510.97,0.3732432432432433
长沙22,M2441,雷克萨斯ES250,190000.0,2300.0,121.05,29,15.24,441.96,0.5255172413793103
长沙22,M2582,保时捷卡宴,384000.0,3000.0,78.13,19,15.01,285.19,0.79
成都05,M2611,保时捷卡宴,380000.0,2365.0,62.24,16,14.2,227.2,0.8875
南京09,M2728,沃尔沃S60,116000.0,1088.0,93.79,8,42.79,342.32,5.34875
长沙29,M2735,福特锐界,208000.0,940.0,45.19,8,20.62,164.96,2.5775
长沙29,M2768,保时捷Macan,472000.0,1660.0,35.17,6,21.39,128.34,3.565
长沙29,M2769,玛莎拉蒂Ghibli,471000.0,1650.0,35.03,6,21.31,127.86,3.5516666666666663
重庆05,M1958,雷克萨斯RX270,240000.0,5500.0,229.17,64,13.07,836.48,0.20421875
西安05,M2099,奔驰E260,194000.0,3200.0,164.95,54,11.15,602.1,0.2064814814814815
重庆05,M2233,奔驰E260,304000.0,5250.0,172.7,43,14.66,630.38,0.34093023255813953
西安04,M2309,宝马320Li,184000.0,2146.67,116.67,38,11.21,425.98,0.29500000000000004
山东13,M2312,本田CR-V,112000.0,1386.0,123.75,36,12.55,451.8,0.34861111111111115
广东01,M2330,本田CR-V,101000.0,1313.0,130.0,35,13.56,474.6,0.38742857142857146
广东01,M2354,本田奥德赛,78000.0,1131.0,145.0,34,15.57,529.38,0.4579411764705882
广东01,M2358,别克昂科雷,110000.0,1500.0,136.36,33,15.08,497.64,0.456969696969697
重庆19,M2458,福特福克斯,80000.0,776.0,97.0,28,12.64,353.92,0.4514285714285714
重庆02,M2473,丰田86,150000.0,1950.0,130.0,27,17.57,474.39,0.6507407407407407
杭州05,M2549,MINI,165000.0,4875.0,295.45,21,51.35,1078.35,2.4452380952380954
杭州10,M2550,路虎揽胜运动,312000.0,3800.0,121.79,21,21.17,444.57000000000005,1.0080952380952382
长沙18,M2559,丰田锐志,108000.0,882.0,81.67,20,14.9,298.0,0.745
重庆15,M2565,奥迪Q5,208000.0,2000.0,96.15,20,17.55,351.0,0.8775000000000001
南京10,M2624,奔驰GLK300,295000.0,2565.0,86.95,14,22.67,317.38,1.6192857142857144
成都07,M2632,大众尚酷,96000.0,600.0,62.5,14,16.29,228.06,1.1635714285714285
成都07,M2633,奥迪A1,104000.0,700.0,67.31,14,17.55,245.7,1.2535714285714286
山东02,M2637,大众CC,137000.0,1000.0,72.99,13,20.49,266.37,1.576153846153846
重庆19,M2691,速腾,87000.0,1000.0,114.94,11,38.14,419.54,3.4672727272727277
成都10,M1623,丰田酷路泽,326000.0,8600.0,263.8,86,11.2,963.2,0.13023255813953488
山东07,M2362,奔驰斯宾特,240000.0,3350.0,139.58,32,15.92,509.44,0.4975
山东38,M2435,奥迪A6L,249000.0,2407.0,96.67,29,12.17,352.93,0.4196551724137931
长沙05,M1749,别克凯越,41000.0,1085.0,264.63,74,13.05,965.7,0.17635135135135135
重庆02,M2104,宝马328Li,212000.0,3916.0,184.72,52,12.97,674.44,0.2494230769230769
成都11,M2205,奥迪Q5,220000.0,3050.0,138.64,42,12.05,506.1,0.28690476190476194
山东51,M2428,大众凌渡,112000.0,1400.0,125.0,28,16.29,456.12,0.5817857142857142
重庆01,M1588,奔驰R350L,288000.0,11088.0,385.0,86,16.34,1405.24,0.19
重庆01,M1598,奔驰GLK300,204000.0,6732.0,330.0,85,14.17,1204.45,0.16670588235294118
重庆01,M1656,起亚索兰托,108000.0,3800.0,351.85,80,16.05,1284.0,0.200625
重庆03,M1670,大众凌渡,120000.0,3280.0,273.33,79,12.63,997.77,0.159873417721519
重庆03,M1755,英菲尼迪M25,132000.0,3100.0,234.85,71,12.07,856.97,0.17
山东10,M2002,保时捷Macan,422000.0,8433.0,199.83,56,13.02,729.12,0.2325
山东18,M2154,DS5,107000.0,1800.0,168.22,44,13.95,613.8,0.3170454545454545
山东18,M2172,起亚索兰托,106000.0,1700.0,160.38,44,13.3,585.2,0.3022727272727273
长沙22,M2179,宝马GT535i,352000.0,5632.0,160.0,42,13.9,583.8000000000002,0.3309523809523809
广东02,M2295,猛禽F-150,349000.0,5061.0,145.01,35,15.12,529.1999999999998,0.43200000000000005
广东02,M2315,本田缤智,119000.0,1607.0,135.04,32,15.4,492.8,0.48125
合肥07,M2357,奔驰E280,98000.0,1597.0,162.96,29,20.51,594.7900000000002,0.7072413793103449
成都07,M2479,大众高尔夫,124000.0,1200.0,96.77,23,15.36,353.28,0.6678260869565217
长沙02,M2568,宝马523Li,104000.0,855.0,82.21,15,20.0,300.0,1.3333333333333333
山东44,M2718,凯迪拉克,163000.0,1290.0,79.14,5,57.77,288.85,11.554
长沙20,M1756,DS6,175000.0,4445.0,254.0,70,13.24,926.8,0.18914285714285714
长沙20,M1769,DS6,172000.0,4300.0,250.0,68,13.42,912.56,0.1973529411764706
成都03,M1778,丰田坦途,248000.0,6423.0,258.99,67,14.11,945.37,0.21059701492537314
长沙20,M1822,DS5,122000.0,3000.0,245.9,65,13.81,897.65,0.21246153846153848
长沙20,M1834,DS5,200000.0,4600.0,230.0,64,13.12,839.68,0.205
长沙20,M1841,DS6,175000.0,4300.0,245.71,64,14.01,896.64,0.21890625
合肥03,M2086,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2087,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2088,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2089,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2090,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2091,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2092,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2093,大众途观,161000.0,4556.3,283.0,50,20.66,1033.0,0.4132
合肥03,M2182,奥迪A6L,262000.0,6707.2,256.0,43,21.73,934.39,0.5053488372093023
合肥03,M2183,路虎揽胜运动,726000.0,18585.6,256.0,43,21.73,934.39,0.5053488372093023
合肥03,M2184,保时捷卡宴,760000.0,19456.0,256.0,43,21.73,934.39,0.5053488372093023
合肥03,M2185,保时捷卡宴,736000.0,18841.6,256.0,43,21.73,934.39,0.5053488372093023
山东20,M2187,别克GL8,176000.0,2714.0,154.2,42,13.4,562.8000000000002,0.3190476190476191
山东13,M2237,宝马X6,256000.0,3500.0,136.72,37,13.49,499.13,0.3645945945945946
山东42,M2238,宝马X5,364000.0,4100.0,112.64,35,11.75,411.25,0.3357142857142857
成都03,M2584,大众Eos,84000.0,1000.0,119.05,13,33.42,434.46,2.5707692307692307
西安03,M2630,丰田普拉多,387000.0,3513.0,90.78,9,36.81,331.29,4.09
重庆05,M1583,保时捷卡宴,464000.0,11952.0,257.59,84,11.19,939.96,0.1332142857142857
重庆02,M1691,路虎神行者2,122000.0,3400.0,278.69,76,13.38,1016.88,0.17605263157894738
长沙20,M1719,DS5,167000.0,4375.0,261.98,72,13.28,956.16,0.18444444444444444
长沙20,M1731,DS6,175000.0,4700.0,268.57,72,13.62,980.64,0.18916666666666665
重庆02,M1968,大众夏朗,160000.0,3300.0,206.25,57,13.21,752.97,0.2317543859649123
合肥04,M2031,奔驰E260L,284000.0,4365.0,153.7,51,11.0,561.0,0.21568627450980396
重庆02,M2049,比亚迪M6,68000.0,1400.0,205.88,50,15.03,751.5,0.3006
南京08,M2057,保时捷cayman,502000.0,9185.0,182.97,49,13.63,667.87,0.27816326530612245
合肥03,M2070,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2071,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2072,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2073,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2074,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2075,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2076,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2077,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2078,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2079,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2080,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2081,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2082,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2083,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2084,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
合肥03,M2085,大众途观,161000.0,4556.3,283.0,49,21.08,1032.9199999999996,0.43020408163265295
重庆02,M2105,纳智捷大7,80000.0,1500.0,187.5,48,14.26,684.48,0.2970833333333333
上海01,M2155,宝马X5,265000.0,5201.0,196.26,42,17.06,716.52,0.40619047619047616
重庆02,M2262,奔驰威霆,360000.0,3580.0,99.44,33,11.0,363.0,0.3333333333333333
山东07,M2324,奔驰唯雅诺,200000.0,3853.0,192.65,29,24.25,703.25,0.8362068965517241
成都07,M2335,奔驰S300L,352000.0,3600.0,102.27,29,12.87,373.23,0.4437931034482758
长沙05,M2569,别克昂科拉,80000.0,475.9,59.49,13,16.7,217.1,1.2846153846153845
长沙22,M2615,宝马X4,354000.0,1380.0,38.98,9,15.81,142.29,1.7566666666666668
成都03,M1560,凯迪拉克SRX,168000.0,4125.0,245.54,87,10.3,896.1,0.11839080459770115
重庆02,M1629,宝马320i,256000.0,6368.0,248.75,78,11.64,907.92,0.14923076923076925
成都07,M1775,路虎神行者2,144000.0,3500.0,243.06,66,13.44,887.04,0.2036363636363636
成都07,M1857,奥迪A4L,152000.0,3320.0,218.42,61,13.07,797.27,0.21426229508196726
合肥03,M1931,大众途观,161000.0,4800.0,298.14,59,18.44,1087.96,0.31254237288135595
合肥03,M1932,大众途观,161000.0,4800.0,298.14,59,18.44,1087.96,0.31254237288135595
合肥03,M1933,大众途观,161000.0,4800.0,298.14,59,18.44,1087.96,0.31254237288135595
合肥03,M1934,大众途观,161000.0,4800.0,298.14,59,18.44,1087.96,0.31254237288135595
合肥03,M1935,大众途观,161000.0,4800.0,298.14,59,18.44,1087.96,0.31254237288135595
西安05,M1978,本田雅阁,112000.0,1856.0,165.71,55,11.0,605.0,0.2
