城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率,天数乘收益率,收益率除天数
广东04,M8185,日产轩逸,68000.0,1336.0,196.47,53,13.53,717.0899999999997,0.2552830188679245
CCVA111,M8330,大众桑塔纳,36000.0,640.0,177.78,48,13.52,648.96,0.2816666666666667
山东10,M8353,别克GL8,116000.0,2000.0,172.41,46,13.68,629.28,0.2973913043478261
长沙33,M8541,雪铁龙世嘉,49000.0,657.0,134.08,36,13.59,489.24,0.3775
NCVB101,M8584,奥迪SQ5,375000.0,4800.0,128.0,35,13.35,467.25,0.3814285714285714
山东18,M8637,本田飞度,57000.0,736.0,129.12,34,13.86,471.24,0.4076470588235294
NWVB105,M8679,奥迪A6L,249000.0,3000.0,120.48,33,13.33,439.89,0.4039393939393939
NWVB105,M8681,捷豹XJ,304000.0,3500.0,115.13,32,13.13,420.16,0.4103125
山东46,M8708,别克英朗,72000.0,900.0,125.0,32,14.26,456.32,0.445625
SWVM107,M8712,奔驰GL450,200000.0,2400.0,120.0,31,14.13,438.03,0.4558064516129032
SCVA106,M8809,宝马730Li,128000.0,1500.0,117.19,29,14.75,427.75,0.5086206896551724
长沙01,M9035,MINI,74000.0,670.0,90.54,22,15.02,330.44,0.6827272727272727
CCVG105,M9071,宝马320i,190000.0,1600.0,84.21,21,14.64,307.44,0.6971428571428572
长沙26,M9075,宝马Z4,272000.0,2200.0,80.88,20,14.76,295.2,0.738
NCVA110,M9095,英菲尼迪QX60,382000.0,3200.0,83.77,20,15.29,305.7999999999999,0.7645
山东11,M9157,大众朗逸,57000.0,450.0,78.95,19,15.17,288.23,0.7984210526315789
SCVB112,M9172,福特福克斯,59000.0,500.0,84.75,19,16.28,309.32000000000005,0.856842105263158
长沙35,M9178,奥迪Q5,192000.0,1490.0,77.6,18,15.74,283.32,0.8744444444444445
西安05,M9202,大众帕萨特,92000.0,700.0,76.09,18,15.43,277.74,0.8572222222222222
长沙01,M9241,标志308,46000.0,312.8,68.0,16,15.51,248.16,0.969375
SCVJ102,M9246,雪佛兰科鲁兹,47000.0,319.6,68.0,16,15.51,248.16,0.969375
西安05,M9402,雪佛兰迈锐宝,85000.0,500.0,58.82,12,17.89,214.68,1.4908333333333337
西安05,M9458,MINI,112000.0,700.0,62.5,10,22.81,228.1,2.281
合肥05,M7111,奔驰GLK300,238000.0,6000.0,252.1,87,10.58,920.46,0.12160919540229885
合肥07,M7115,马自达阿特兹,113000.0,2179.0,192.83,88,8.0,704.0,0.09090909090909093
山东22,M7157,宝马GT528i,344000.0,9000.0,261.63,84,11.37,955.08,0.13535714285714284
重庆01,M7214,路虎发现3,216000.0,6000.0,277.78,84,12.07,1013.88,0.1436904761904762
NWVB101,M7256,福特新蒙迪欧,102000.0,2600.0,254.9,81,11.49,930.69,0.14185185185185187
NCVB106,M7265,路虎发现4,500000.0,13000.0,260.0,82,11.57,948.74,0.14109756097560974
重庆01,M7296,MINI,104000.0,3041.0,292.4,81,13.18,1067.58,0.16271604938271605
SWVM103,M7753,别克君越,168000.0,3936.0,234.29,64,13.36,855.04,0.20875
ECVD104,M7806,丰田塞纳,328000.0,7400.0,225.61,62,13.28,823.36,0.21419354838709675
SWVA212,M8234,奥迪A6L,264000.0,4700.0,178.03,49,13.26,649.74,0.27061224489795915
SCVA107,M8343,大众CC,140000.0,2400.0,171.43,45,13.9,625.5,0.3088888888888889
重庆19,M8625,大众帕萨特,116000.0,1400.0,120.69,33,13.35,440.55,0.40454545454545454
重庆19,M8633,大众POLO,57000.0,700.0,122.81,33,13.58,448.14,0.4115151515151515
成都13,M8758,哈弗H6,84000.0,1000.0,119.05,31,14.02,434.62,0.452258064516129
山东44,M8815,奔驰C260,152000.0,1700.0,111.84,28,14.58,408.24,0.5207142857142857
长沙01,M9139,传祺GS5,68000.0,544.0,80.0,18,16.22,291.96,0.9011111111111112
SCVJ101,M9180,丰田卡罗拉,33000.0,271.7,82.33,17,17.68,300.56,1.04
重庆04,M9259,奔驰GLK300,146000.0,933.0,63.9,14,16.66,233.24,1.19
SCVJ102,M9332,大众途观,152000.0,912.0,60.0,13,16.85,219.05,1.2961538461538462
西安04,M9486,宝马320Li,184000.0,1000.0,54.35,8,24.8,198.4,3.1
合肥07,M7064,别克昂科威,140000.0,3940.0,281.43,89,11.54,1027.06,0.1296629213483146
长沙11,M7067,丰田RAV4,63000.0,1968.0,312.38,89,12.81,1140.09,0.14393258426966293
山东44,M7068,保时捷卡宴,224000.0,4320.0,192.86,88,8.0,704.0,0.09090909090909093
南京09,M7076,宝马525Li,288000.0,7090.0,246.18,89,10.1,898.9,0.11348314606741572
南京10,M7091,奔驰C200,189000.0,4598.0,243.28,88,10.09,887.92,0.1146590909090909
成都18,M7093,保时捷卡宴,422000.0,10960.0,259.72,86,11.02,947.72,0.12813953488372093
长沙03,M7348,大众途安,78000.0,2450.0,314.1,79,14.51,1146.29,0.18367088607594936
ECVD104,M7653,宝马X5,464000.0,9816.0,211.55,67,11.52,771.8399999999997,0.17194029850746267
南京07,M8131,野马,218000.0,4447.0,203.99,51,14.6,744.6,0.28627450980392155
长沙09,M8909,丰田普拉多,280000.0,2512.0,89.71,24,13.64,327.36,0.5683333333333334
SWVG101,M9264,新蒙迪欧,113000.0,600.0,53.1,13,14.91,193.83,1.1469230769230772
山东07,M7054,沃尔沃XC60,136000.0,2652.0,195.0,89,8.0,712.0,0.0898876404494382
山西02,M7078,丰田凯美瑞,76000.0,1465.0,192.76,88,8.0,704.0,0.09090909090909093
山西02,M7088,丰田凯美瑞,88000.0,2100.0,238.64,87,10.01,870.87,0.1150574712643678
SCVA113,M7189,本田思铂睿,84000.0,2230.0,265.48,83,11.67,968.61,0.14060240963855422
SWVM201,M7195,别克昂科威,138000.0,3214.0,232.9,82,10.37,850.3399999999997,0.12646341463414634
长沙07,M7334,沃尔沃S60L,151000.0,4300.0,284.77,75,13.86,1039.5,0.1848
山东09,M7548,宝马520Li,204000.0,4900.0,240.2,70,12.52,876.4,0.17885714285714285
长沙08,M8497,宝马520i,224000.0,3500.0,156.25,39,14.62,570.18,0.3748717948717949
山东09,M8570,大众高尔夫,74000.0,900.0,121.62,33,13.45,443.85,0.4075757575757576
SCVA113,M8795,大众甲壳虫,66000.0,1300.0,196.97,27,26.63,719.01,0.9862962962962962
贵阳07,M7056,宝马523Li,198000.0,5000.0,252.53,87,10.59,921.33,0.12172413793103448
长沙09,M7074,奔驰GLA200,168000.0,4100.0,244.05,86,10.36,890.9599999999997,0.12046511627906975
CCVA101,M7079,哈弗H9,148000.0,3500.0,236.49,85,10.16,863.6,0.11952941176470587
贵阳09,M7141,奥迪Q5,232000.0,5800.0,250.0,81,11.27,912.87,0.1391358024691358
上海04,Y341,荣威eRX5,179000.0,5419.04,302.74,85,13.0,1105.0,0.15294117647058825
上海04,Y342,荣威eRX5,179000.0,5355.29,299.18,84,13.0,1092.0,0.15476190476190474
上海04,Y343,荣威eRX5,179000.0,5355.29,299.18,84,13.0,1092.0,0.15476190476190474
上海04,Y344,荣威eRX5,179000.0,5355.29,299.18,84,13.0,1092.0,0.15476190476190474
长沙07,M7287,奥迪Q5,159000.0,4200.0,264.15,74,13.03,964.22,0.17608108108108106
山东20,M7684,宝马525Li,208000.0,4600.0,221.15,61,13.23,807.03,0.21688524590163932
太原13,M7837,宝马730Li,256000.0,5500.0,214.84,59,13.29,784.1099999999999,0.2252542372881356
SWVB105,M7998,福特翼虎,120000.0,2400.0,200.0,53,13.77,729.81,0.25981132075471697
贵阳12,M8015,陆风X7,92000.0,1800.0,195.65,53,13.47,713.9100000000003,0.2541509433962264
SCVA106,M8130,哈弗H2,68000.0,1200.0,176.47,50,12.88,644.0,0.2576
SCVA106,M8351,宝马X5,140000.0,2400.0,171.43,43,14.55,625.65,0.3383720930232558
SCVB105,M8358,宝马320i,57000.0,1000.0,175.44,42,15.25,640.5,0.3630952380952381
成都11,M8838,别克君越,96000.0,971.0,101.15,25,14.77,369.25,0.5908
长沙34,M8877,奥迪Q5,338000.0,3300.0,97.63,24,14.85,356.4,0.61875
广东02,M8907,马自达CX-4,135000.0,1300.0,96.3,23,15.28,351.44,0.6643478260869565
西安12,M8915,丰田凯美瑞,94000.0,900.0,95.74,23,15.19,349.37,0.6604347826086956
SCVA106,M9043,丰田普拉多,90000.0,700.0,77.78,18,15.77,283.86,0.8761111111111111
长沙29,M9159,奔驰GLS450,846000.0,5300.0,62.65,15,15.24,228.6,1.016
广东02,M9162,本田艾力绅,241000.0,1600.0,66.39,15,16.15,242.25,1.0766666666666669
西安05,M9432,超级维特拉,68000.0,500.0,73.53,7,38.34,268.38,5.477142857142859
西安05,M9485,哈弗H5,77000.0,500.0,64.94,5,47.4,237.0,9.48
NWVB107,M9634,雷克萨斯ES240,140000.0,400.0,28.57,1,104.29,104.29,104.29
山东43,M7050,奥迪A6L,232000.0,5600.0,241.38,86,10.24,880.64,0.11906976744186047
南京08,M7124,宝马740Li,526000.0,13000.0,247.15,84,10.74,902.16,0.12785714285714286
SCVA107,M7133,丰田皇冠,196000.0,5000.0,255.1,83,11.22,931.26,0.13518072289156627
重庆01,M7213,奔驰GL450,228000.0,6500.0,285.09,80,13.01,1040.8,0.162625
山东55,M7472,丰田兰德酷路泽,496000.0,13000.0,262.1,71,13.47,956.37,0.18971830985915492
南京08,M8089,奔驰R320,371000.0,7000.0,188.68,49,14.05,688.45,0.286734693877551
CCVG103,M8118,奔驰ML350,180000.0,3200.0,177.78,48,13.52,648.96,0.2816666666666667
西安10,M8186,奔驰GLA200,176000.0,3000.0,170.45,47,13.24,622.28,0.2817021276595745
成都13,M8246,大众CC,144000.0,2400.0,166.67,44,13.83,608.52,0.31431818181818183
太原15,M8388,大众帕萨特,95000.0,1400.0,147.37,41,13.12,537.92,0.32
SWVM201,M8667,奔驰E260L,246000.0,2700.0,109.76,27,14.84,400.68,0.5496296296296296
NCVG101,M8764,本田奥德赛,56000.0,627.2,112.0,26,15.72,408.72,0.6046153846153847
NCVG101,M8766,本田雅阁,80000.0,830.0,103.75,26,14.56,378.56,0.56
长沙31,M8841,丰田普拉多,296000.0,2800.0,94.59,24,14.39,345.36,0.5995833333333334
长沙43,M8886,大众途观,88000.0,800.0,90.91,22,15.08,331.76,0.6854545454545454
长沙34,M8875,奥迪Q5,338000.0,3100.0,91.72,23,14.55,334.6500000000001,0.6326086956521739
长沙31,M8899,丰田普拉多,296000.0,2700.0,91.22,22,15.13,332.86,0.6877272727272727
SCVI101,M9028,日产奇骏,126000.0,900.0,71.43,17,15.34,260.78,0.9023529411764706
山东55,M9048,路虎揽胜,984000.0,7000.0,71.14,17,15.27,259.59,0.8982352941176469
SCVB106,M9187,本田思域,108000.0,700.0,64.81,13,18.2,236.6,1.4
SWVG101,M9271,起亚K4,82000.0,500.0,60.98,10,22.26,222.6,2.226
山东56,M9318,奔驰GLK200,220000.0,1500.0,68.18,9,27.65,248.85,3.0722222222222215
NCVG102,M9413,宝马730Li,500000.0,1600.0,32.0,7,16.69,116.83,2.3842857142857143
山东38,M9416,路虎揽胜,540000.0,4000.0,74.07,6,45.06,270.36,7.510000000000002
南京03,Y337,丰田兰德酷路泽,1215000.0,37215.62,306.3,86,13.0,1118.0,0.1511627906976744
重庆17,M7004,路虎发现4,264000.0,7000.0,265.15,87,11.12,967.44,0.12781609195402302
SCVA111,M7046,雪佛兰科帕奇,100000.0,2500.0,250.0,86,10.61,912.46,0.1233720930232558
长沙09,M7070,路虎揽胜极光,200000.0,4800.0,240.0,84,10.43,876.12,0.12416666666666665
重庆01,M7121,保时捷卡宴,440000.0,12500.0,284.09,83,12.49,1036.67,0.15048192771084334
上海04,Y339,荣威eRX5,179000.0,5189.77,289.93,83,12.75,1058.25,0.1536144578313253
上海04,Y340,荣威eRX5,179000.0,5127.25,286.44,82,12.75,1045.5,0.15548780487804878
山东10,M7173,大众甲壳虫,104000.0,2500.0,240.38,81,10.83,877.23,0.1337037037037037
西安11,M7551,本田CR-V,140000.0,3300.0,235.71,64,13.44,860.16,0.21
合肥09,M7850,别克GL8,102000.0,2200.0,215.69,58,13.57,787.0600000000003,0.2339655172413793
贵阳15,M7865,现代朗动,67000.0,1400.0,208.96,56,13.62,762.7199999999997,0.2432142857142857
西安10,M7929,宝马525Li,216000.0,4400.0,203.7,54,13.77,743.5799999999997,0.255
SCVB115,M8019,丰田雷凌,78000.0,1400.0,179.49,51,12.85,655.35,0.2519607843137255
SWVB105,M8297,奥迪A6L,128000.0,2000.0,156.25,41,13.91,570.3100000000002,0.33926829268292685
山东10,M8354,别克GL8,98000.0,1500.0,153.06,40,13.97,558.8000000000002,0.34925
贵阳03,M8390,奥迪A6L,189000.0,2700.0,142.86,39,13.37,521.43,0.3428205128205128
山东10,M8421,奥迪A8L,464000.0,6500.0,140.09,39,13.11,511.29,0.3361538461538461
NCVA107,M8446,奔驰GLK300,240000.0,3400.0,141.67,39,13.26,517.14,0.34
山东35,M8470,奥迪A4L,186000.0,2700.0,145.16,38,13.94,529.72,0.36684210526315786
山东35,M8496,路虎发现4,444000.0,6000.0,135.14,36,13.7,493.2,0.3805555555555555
合肥03,M8435,宝马520Li,328000.0,5346.4,163.0,39,15.26,595.14,0.3912820512820513
合肥03,M8436,宝马520Li,328000.0,5346.4,163.0,39,15.26,595.14,0.3912820512820513
合肥03,M8437,宝马520Li,328000.0,5346.4,163.0,39,15.26,595.14,0.3912820512820513
合肥03,M8438,宝马520Li,328000.0,5346.4,163.0,39,15.26,595.14,0.3912820512820513
合肥03,M8439,宝马520Li,328000.0,5346.4,163.0,39,15.26,595.14,0.3912820512820513
合肥03,M8440,宝马520Li,328000.0,5346.4,163.0,39,15.26,595.14,0.3912820512820513
山西02,M8609,宝马X5,112000.0,1200.0,107.14,29,13.49,391.21,0.4651724137931035
山东17,M8644,凯迪拉克XTS,179000.0,2000.0,111.73,28,14.57,407.96,0.5203571428571429
ECVS102,M8645,本田雅阁,110000.0,1200.0,109.09,28,14.22,398.16,0.5078571428571429
山东38,M8666,大众迈腾,166000.0,1800.0,108.43,26,15.22,395.72,0.5853846153846154
ECVK103,M8869,丰田塞纳,400000.0,3500.0,87.5,22,14.52,319.44,0.66
长沙34,M8872,奥迪Q5,338000.0,3000.0,88.76,22,14.73,324.06,0.6695454545454546
长沙02,M8983,奔驰ML350,120000.0,900.0,75.0,18,15.21,273.78000000000003,0.8450000000000001
太原02,M9039,现代朗动,64000.0,450.0,70.31,16,16.04,256.64,1.0025
NCVA101,M9045,丰田普拉多,210000.0,1428.0,68.0,16,15.51,248.16,0.969375
合肥05,M9086,大众甲壳虫,106000.0,720.8,68.0,15,16.55,248.25,1.1033333333333333
SWVM103,M9090,大众迈腾,136000.0,850.0,62.5,15,15.21,228.15,1.014
SCVA103,M9129,丰田汉兰达,234000.0,1700.0,72.65,14,18.94,265.16,1.352857142857143
SWVB107,M9141,全新胜达,126000.0,756.0,60.0,13,16.85,219.05,1.2961538461538462
CCVL101,M9181,奔驰ML300,350000.0,4976.0,142.17,12,43.24,518.88,3.6033333333333335
南京05,M9247,福特金牛座,157000.0,1000.0,63.69,10,23.25,232.5,2.325
SWVB105,M9249,别克君威,56000.0,400.0,71.43,10,26.07,260.7,2.6069999999999998
SCVI102,M9498,日产轩逸,56000.0,112.0,20.0,2,36.5,73.0,18.25
成都07,M6948,本田奥德赛,120000.0,3000.0,250.0,90,10.14,912.6,0.11266666666666668
重庆01,M6955,大众迈腾,96000.0,2900.0,302.08,89,12.39,1102.71,0.13921348314606746
重庆01,M6972,宝马325i,188000.0,5400.0,287.23,89,11.78,1048.4199999999996,0.13235955056179774
重庆01,M6975,别克君越,74000.0,2200.0,297.3,89,12.19,1084.91,0.13696629213483147
重庆01,M6993,丰田卡罗拉,62000.0,1800.0,290.32,88,12.04,1059.52,0.1368181818181818
CCVA102,M6994,大众途锐,307000.0,7600.0,247.56,87,10.39,903.93,0.11942528735632185
南京09,M7002,奥迪A1,84000.0,2100.0,250.0,87,10.49,912.63,0.12057471264367815
南京09,M7005,宝马116i,116000.0,2867.0,247.16,87,10.37,902.19,0.11919540229885055
重庆01,M7006,现代名图,70000.0,1900.0,271.43,87,11.39,990.93,0.13091954022988506
西安05,M7024,奔驰C260,184000.0,4500.0,244.57,86,10.38,892.6800000000003,0.12069767441860466
西安05,M7025,奔驰E260L,184000.0,4700.0,255.43,86,10.84,932.24,0.12604651162790698
SWVM103,M7041,起亚KX5,136000.0,3600.0,264.71,85,11.37,966.45,0.13376470588235292
ECVD104,M7045,雷克萨斯RX270,252000.0,6300.0,250.0,85,10.74,912.9,0.12635294117647058
重庆01,M7196,奥迪Q5,192000.0,5500.0,286.46,78,13.4,1045.2,0.1717948717948718
长沙35,M7666,长安悦翔,46000.0,1100.0,239.13,62,14.08,872.96,0.2270967741935484
长沙34,M7839,丰田普拉多,340000.0,7000.0,205.88,57,13.18,751.26,0.2312280701754386
重庆15,M7860,帕杰罗劲畅,136000.0,2800.0,205.88,55,13.66,751.3,0.2483636363636364
重庆15,M7863,别克君威,64000.0,1031.11,161.11,55,10.69,587.9499999999998,0.19436363636363635
长沙34,M7843,三菱帕杰罗,369000.0,7800.0,211.38,57,13.54,771.78,0.2375438596491228
山东20,M7900,雪佛兰科帕奇,106000.0,2100.0,198.11,54,13.39,723.0600000000003,0.24796296296296294
SCVA101,M8009,丰田凯美瑞,73000.0,1400.0,191.78,51,13.73,700.23,0.2692156862745098
长沙34,M8032,捷豹XJL,463000.0,8600.0,185.75,50,13.56,678.0,0.2712
CCVA105,M8061,日产途乐,406000.0,7000.0,172.41,48,13.11,629.28,0.273125
长沙34,M8324,丰田普拉多,329000.0,4900.0,148.94,41,13.26,543.66,0.3234146341463415
ECVM211,M8412,大众帕萨特,110000.0,1600.0,145.45,38,13.97,530.86,0.3676315789473684
长沙34,M8373,宝马X3,321000.0,4600.0,143.3,39,13.41,522.99,0.34384615384615386
NWVB105,M8558,奔驰GLK300,221000.0,2431.0,110.0,29,13.84,401.36,0.4772413793103448
SWVB104,M8565,丰田埃尔法,352000.0,4000.0,113.64,29,14.3,414.70000000000016,0.4931034482758621
SCVA113,M8598,宝马535Li,187000.0,2000.0,106.95,28,13.94,390.32,0.4978571428571428
贵阳09,M8599,Jeep牧马人,264000.0,2900.0,109.85,28,14.32,400.96,0.5114285714285715
重庆02,M8601,大众帕萨特,136000.0,1448.0,106.47,28,13.88,388.64,0.4957142857142857
山东20,M8605,奔驰C200L,248000.0,2700.0,108.87,28,14.19,397.32,0.5067857142857143
长沙29,M8622,奔驰GLC300,386000.0,4200.0,108.81,28,14.18,397.04,0.5064285714285715
长沙35,M8682,大众朗逸,64000.0,632.0,98.75,26,13.86,360.36,0.533076923076923
重庆37,M8904,别克昂科拉,64000.0,600.0,93.75,20,17.11,342.2,0.8554999999999999
西安15,M8911,纳智捷大7,68000.0,600.0,88.24,20,16.1,322.0,0.805
南京10,M8914,宝马320i,211000.0,1800.0,85.31,20,15.57,311.4,0.7785
长沙29,M8939,丰田兰德酷路泽,512000.0,4000.0,78.13,19,15.01,285.19,0.79
SCVA111,M9030,丰田卡罗拉,70000.0,500.0,71.43,15,17.38,260.7,1.1586666666666663
SCVB103,M9067,别克昂科威,127000.0,900.0,70.87,14,18.48,258.72,1.32
SCVJ101,M9137,本田奥德赛,56000.0,364.0,65.0,12,19.77,237.24,1.6475
SWVB108,M9175,奥迪Q7,256000.0,1600.0,62.5,11,20.74,228.14,1.8854545454545453
南京10,M9492,奔驰E200L,364000.0,1000.0,27.47,1,100.27,100.27,100.27
南京03,Y333,宝马X5,600000.0,19019.18,316.99,89,13.0,1157.0,0.14606741573033707
南京03,Y334,宝马X5,600000.0,18805.48,313.42,88,13.0,1144.0,0.14772727272727273
重庆01,M6950,奔驰C200,220000.0,6000.0,272.73,89,11.18,995.02,0.1256179775280899
南京03,Y336,福特野马,297000.0,9202.93,309.86,87,13.0,1131.0,0.14942528735632185
山东02,M7118,宝马GT535i,228000.0,6000.0,263.16,81,11.86,960.66,0.14641975308641975
西安16,M7148,丰田LC76,308000.0,8300.0,269.48,76,12.94,983.44,0.17026315789473684
SCVA113,M7190,丰田卡罗拉,64000.0,1700.0,265.63,77,12.59,969.43,0.16350649350649352
广东04,M7204,奥迪A3,133000.0,3700.0,278.2,77,13.19,1015.63,0.17129870129870128
NWVB102,M7756,奔驰C200,130000.0,2700.0,207.69,56,13.54,758.24,0.2417857142857143
长沙34,M7777,宝马X3,376000.0,8400.0,223.4,59,13.82,815.38,0.2342372881355932
长沙34,M8020,保时捷卡宴,1142000.0,20500.0,179.51,49,13.37,655.13,0.27285714285714285
CCVA108,M8188,大切诺基,278000.0,3675.78,132.22,44,10.97,482.68,0.24931818181818186
SCVA101,M8223,大众CC,112000.0,1800.0,160.71,43,13.64,586.52,0.3172093023255814
重庆17,M8255,路虎揽胜运动,160000.0,2500.0,156.25,41,13.91,570.3100000000002,0.33926829268292685
重庆02,M8308,沃尔沃S60,108000.0,1600.0,148.15,39,13.87,540.93,0.3556410256410256
贵阳17,M8340,奔驰E300L,264000.0,3700.0,140.15,38,13.46,511.48,0.3542105263157895
SCVA106,M8357,奥迪Q5,256000.0,3600.0,140.63,38,13.51,513.38,0.3555263157894737
重庆19,M8384,福特探险者,242000.0,3400.0,140.5,38,13.49,512.62,0.355
NCVB106,M8413,宝马525Li,150000.0,2000.0,133.33,37,13.15,486.55,0.35540540540540544
合肥03,M8363,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8364,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8365,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8366,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8404,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8405,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8406,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
合肥03,M8407,宝马520Li,328000.0,5346.4,163.0,38,15.66,595.08,0.4121052631578948
山东26,M8462,宝马525Li,224000.0,3100.0,138.39,37,13.65,505.05,0.3689189189189189
合肥03,M8432,宝马520Li,328000.0,5346.4,163.0,37,16.08,594.9599999999998,0.43459459459459454
合肥03,M8433,宝马520Li,328000.0,5346.4,163.0,37,16.08,594.9599999999998,0.43459459459459454
合肥03,M8434,宝马520Li,328000.0,5346.4,163.0,37,16.08,594.9599999999998,0.43459459459459454
重庆20,M8581,奥迪Q3,140000.0,1550.0,110.71,28,14.43,404.04,0.5153571428571428
重庆19,M8613,Jeep自由光,156000.0,1700.0,108.97,27,14.73,397.71,0.5455555555555556
重庆02,M8664,大众途锐,320000.0,3100.0,96.88,24,14.73,353.52,0.61375
广东02,M8906,本田艾力绅,220000.0,1800.0,81.82,19,15.72,298.68,0.8273684210526316
广东02,M9163,丰田RAV4,147000.0,800.0,54.42,11,18.06,198.66,1.6418181818181816
广东02,M9164,自由侠,123000.0,738.0,60.0,11,19.91,219.01,1.81
NWVB103,M9223,别克GL8,168000.0,1300.0,77.38,8,35.31,282.48,4.41375
成都16,M9351,奥迪A4L,176000.0,802.0,45.57,5,33.26,166.29999999999995,6.651999999999999
SCVJ102,M9393,丰田汉兰达,144000.0,345.6,24.0,4,21.9,87.6,5.475
重庆01,M6925,奔驰ML350,140000.0,4000.0,285.71,89,11.72,1043.0800000000004,0.131685393258427
重庆01,M6926,福特新蒙迪欧,104000.0,3900.0,375.0,89,15.38,1368.8200000000004,0.17280898876404496
SCVA103,M7227,丰田普拉多,214000.0,5400.0,252.34,73,12.62,921.26,0.1728767123287671
重庆01,M6891,奔驰E260L,250000.0,7000.0,280.0,89,11.48,1021.72,0.12898876404494386
山东20,M6898,大众CC,160000.0,3120.0,195.0,89,8.0,712.0,0.0898876404494382
山东18,M6905,福特锐界,256000.0,6480.0,253.13,88,10.5,924.0,0.11931818181818182
重庆01,M6924,奔驰GLK260,232000.0,7500.0,323.28,88,13.41,1180.08,0.15238636363636365
长沙24,M6992,宝马X6,302000.0,9000.0,298.01,85,12.8,1088.0,0.15058823529411766
SCVA103,M7452,丰田普拉多,256000.0,5306.1,207.27,64,11.82,756.48,0.1846875
长沙26,M7683,奥迪A6L,240000.0,5000.0,208.33,56,13.58,760.48,0.2425
NCVB103,M7897,福特探险者,225000.0,4000.0,177.78,51,12.72,648.72,0.2494117647058824
SCVA114,M8065,陆风X7,76000.0,2100.0,276.32,46,21.93,1008.78,0.4767391304347826
贵阳08,M8218,Jeep自由侠,109000.0,1818.4,166.83,41,14.85,608.85,0.3621951219512195
贵州01,M8290,宝马525Li,174000.0,2540.0,145.98,38,14.02,532.76,0.36894736842105263
NCVB103,M8306,路虎发现4,600000.0,8040.0,134.0,37,13.22,489.14,0.3572972972972973
NCVB103,M8360,大众途锐,300000.0,3680.0,122.67,36,12.44,447.84,0.3455555555555556
长沙24,M8428,保时捷卡宴,228000.0,2800.0,122.81,35,12.81,448.35,0.366
长沙34,M8372,奔驰E300L,449000.0,5800.0,129.18,36,13.1,471.6,0.3638888888888889
贵阳12,M8547,大众迈腾,124000.0,1300.0,104.84,26,14.72,382.72,0.5661538461538462
贵州01,M8623,本田思铂睿,108000.0,1000.0,92.59,24,14.08,337.92,0.5866666666666667
山东42,M8756,路虎发现4,448000.0,3780.0,84.38,21,14.67,308.07,0.6985714285714286
长沙28,M8782,日产天籁,82000.0,650.0,79.27,20,14.47,289.4000000000001,0.7235
山东62,M8827,奥迪A4L,181000.0,1550.0,85.64,19,16.45,312.55,0.8657894736842104
长沙28,M8863,奥迪A3,119000.0,900.0,75.63,18,15.34,276.12,0.8522222222222222
山东61,M8988,奔驰R300L,264000.0,1692.0,64.09,14,16.71,233.94,1.1935714285714287
重庆16,M6878,保时捷卡宴,384000.0,9500.0,247.4,87,10.38,903.06,0.11931034482758622
山东10,M6889,奔驰E350,212000.0,5500.0,259.43,87,10.88,946.56,0.12505747126436784
山东10,M6916,宝马GT535i,318000.0,8000.0,251.57,86,10.68,918.48,0.1241860465116279
南京05,M6923,奔驰GLK200,261000.0,6500.0,249.04,87,10.45,909.15,0.12011494252873565
天津01,Y335,路虎揽胜,990000.0,29618.63,299.18,84,13.0,1092.0,0.15476190476190474
长沙34,M7080,日产轩逸,59000.0,1500.0,254.24,80,11.6,928.0,0.145
长沙34,M7081,日产轩逸,59000.0,1470.0,249.15,80,11.37,909.6,0.142125
长沙34,M7083,丰田雷凌,88000.0,2100.0,238.64,80,10.89,871.2,0.136125
南京09,M7274,奔驰S350L,152000.0,3900.0,256.58,72,13.01,936.72,0.18069444444444446
CCVA101,M7518,别克GL8,152000.0,3500.0,230.26,63,13.34,840.42,0.21174603174603174
SWVM103,M7773,奔驰C200L,252000.0,5000.0,198.41,55,13.17,724.35,0.23945454545454545
山东22,M7996,宝马X6,200000.0,3400.0,170.0,46,13.49,620.54,0.2932608695652174
长沙30,M8081,奥迪A6L,200000.0,3100.0,155.0,43,13.16,565.88,0.30604651162790697
山东03,M8092,大众途观L,200000.0,3200.0,160.0,43,13.58,583.94,0.3158139534883721
贵阳15,M8210,大众凌渡,109000.0,1600.0,146.79,41,13.07,535.87,0.31878048780487805
CCVA101,M8270,大通G10,112000.0,1600.0,142.86,38,13.72,521.36,0.3610526315789474
长沙29,M8281,丰田兰德酷路泽,521000.0,7600.0,145.87,39,13.65,532.35,0.35000000000000003
贵阳01,M8422,丰田普拉多,296000.0,3700.0,125.0,34,13.42,456.28,0.3947058823529412
长沙34,M8878,奥迪Q3,216000.0,1600.0,74.07,17,15.9,270.3,0.9352941176470588
